,train,val,test
TCGA-EW-A1J5,True,False,False
TCGA-EW-A1PG,True,False,False
TCGA-EW-A3E8,True,False,False
TCGA-EW-A424,True,False,False
TCGA-EW-A6SC,True,False,False
TCGA-GM-A2DO,True,False,False
TCGA-GM-A3NW,True,False,False
TCGA-GM-A3NY,True,False,False
TCGA-GM-A3XG,True,False,False
TCGA-GM-A3XN,True,False,False
TCGA-GM-A4E0,True,False,False
TCGA-HN-A2OB,True,False,False
TCGA-JL-A3YW,True,False,False
TCGA-JL-A3YX,True,False,False
TCGA-LD-A66U,True,False,False
TCGA-LD-A74U,True,False,False
TCGA-LL-A50Y,True,False,False
TCGA-LL-A5YL,True,False,False
TCGA-LL-A6FP,True,False,False
TCGA-LL-A9Q3,True,False,False
TCGA-LQ-A4E4,True,False,False
TCGA-MS-A51U,True,False,False
TCGA-OK-A5Q2,True,False,False
TCGA-OL-A5DA,True,False,False
TCGA-OL-A66K,True,False,False
TCGA-OL-A66N,True,False,False
TCGA-PE-A5DD,True,False,False
TCGA-PE-A5DE,True,False,False
TCGA-S3-A6ZG,True,False,False
TCGA-W8-A86G,True,False,False
TCGA-XX-A899,True,False,False
TCGA-XX-A89A,True,False,False
TCGA-Z7-A8R5,True,False,False
TCGA-AR-A24Q,False,True,False
TCGA-AR-A251,False,True,False
TCGA-E2-A1LL,False,True,False
TCGA-E9-A1R4,False,True,False
TCGA-BH-A0W5,False,True,False
TCGA-A7-A0CH,False,True,False
TCGA-AR-A0U0,False,True,False
TCGA-A8-A08H,False,True,False
TCGA-A7-A13F,False,True,False
TCGA-C8-A12T,False,True,False
TCGA-BH-A0BQ,False,True,False
TCGA-AO-A03O,False,True,False
TCGA-BH-A18J,False,True,False
TCGA-BH-A0B6,False,True,False
TCGA-AR-A1AN,False,True,False
TCGA-E2-A14T,False,True,False
TCGA-AN-A0FV,False,True,False
TCGA-A7-A2KD,False,True,False
TCGA-D8-A1JG,False,True,False
TCGA-AR-A0TV,False,True,False
TCGA-B6-A0I2,False,True,False
TCGA-S3-AA10,False,True,False
TCGA-D8-A1JC,False,True,False
TCGA-A1-A0SH,False,True,False
TCGA-C8-A12K,False,True,False
TCGA-A8-A08Z,False,True,False
TCGA-C8-A132,False,True,False
TCGA-AO-A03R,False,True,False
TCGA-AR-A1AS,False,True,False
TCGA-E2-A573,False,True,False
TCGA-C8-A135,False,True,False
TCGA-EW-A1P7,False,True,False
TCGA-A2-A0CU,False,True,False
TCGA-BH-A0BS,False,True,False
TCGA-C8-A26X,False,True,False
TCGA-E2-A109,False,True,False
TCGA-OL-A66O,False,True,False
TCGA-E2-A106,False,True,False
TCGA-A2-A25E,False,True,False
TCGA-E9-A227,False,True,False
TCGA-BH-A208,False,True,False
TCGA-D8-A1XM,False,True,False
TCGA-B6-A0X1,False,True,False
TCGA-A1-A0SD,False,True,False
TCGA-AR-A250,False,True,False
TCGA-D8-A143,False,True,False
TCGA-BH-A0BG,False,True,False
TCGA-A8-A06X,False,True,False
TCGA-S3-AA14,False,True,False
TCGA-EW-A1P8,False,True,False
TCGA-A2-A0YH,False,True,False
TCGA-E9-A1RD,False,True,False
TCGA-A2-A0T5,False,True,False
TCGA-D8-A1JL,False,True,False
TCGA-AO-A12F,False,True,False
TCGA-AR-A0TX,False,True,False
TCGA-AN-A0XN,False,True,False
TCGA-E9-A1RH,False,True,False
TCGA-BH-A1EN,False,True,False
TCGA-BH-A0E7,False,True,False
TCGA-A8-A09D,False,True,False
TCGA-A8-A06T,False,True,False
TCGA-GM-A2DH,False,True,False
TCGA-D8-A1XG,False,True,False
TCGA-E2-A1LK,False,True,False
TCGA-BH-A0DQ,False,True,False
TCGA-E2-A1II,False,True,False
TCGA-AR-A1AP,False,True,False
TCGA-BH-A0W4,False,True,False
TCGA-A2-A3XX,False,True,False
TCGA-A8-A09M,False,True,False
TCGA-LL-A5YO,False,True,False
TCGA-AO-A12H,False,True,False
TCGA-A2-A0T1,False,True,False
TCGA-BH-A1ES,False,True,False
TCGA-C8-A26W,False,True,False
TCGA-B6-A1KI,False,True,False
TCGA-EW-A1J1,False,True,False
TCGA-AR-A1AL,False,True,False
TCGA-EW-A423,False,True,False
TCGA-A7-A4SC,False,True,False
TCGA-A7-A3IZ,False,True,False
TCGA-A2-A4S2,False,True,False
TCGA-E9-A3X8,False,True,False
TCGA-C8-A9FZ,False,True,False
TCGA-E9-A5FK,False,True,False
TCGA-AO-A0JJ,False,True,False
TCGA-A8-A0A1,False,True,False
TCGA-AC-A3W7,False,True,False
TCGA-A2-A1FV,False,True,False
TCGA-AR-A2LO,False,True,False
TCGA-B6-A0IH,False,True,False
TCGA-OL-A6VQ,False,True,False
TCGA-AC-A3BB,False,True,False
TCGA-AC-A3OD,False,True,False
TCGA-E9-A2JT,False,True,False
TCGA-HN-A2NL,False,True,False
TCGA-LL-A440,False,True,False
TCGA-UL-AAZ6,False,False,True
TCGA-AR-A256,False,False,True
TCGA-BH-A0B9,False,False,True
TCGA-EW-A1P6,False,False,True
TCGA-C8-A133,False,False,True
TCGA-C8-A12Z,False,False,True
TCGA-E2-A14Y,False,False,True
TCGA-AN-A0FF,False,False,True
TCGA-AN-A0XP,False,False,True
TCGA-BH-A0EB,False,False,True
TCGA-BH-A0HY,False,False,True
TCGA-AN-A0FW,False,False,True
TCGA-AN-A0AK,False,False,True
TCGA-BH-A0AV,False,False,True
TCGA-OL-A6VO,False,False,True
TCGA-AR-A24L,False,False,True
TCGA-A7-A4SF,False,False,True
TCGA-AN-A0AS,False,False,True
TCGA-E9-A1R2,False,False,True
TCGA-AR-A1AY,False,False,True
TCGA-EW-A1PB,False,False,True
TCGA-A8-A06P,False,False,True
TCGA-UU-A93S,False,False,True
TCGA-E9-A1RG,False,False,True
TCGA-AO-A0J4,False,False,True
TCGA-A8-A07O,False,False,True
TCGA-E2-A15I,False,False,True
TCGA-A7-A56D,False,False,True
TCGA-AR-A0U3,False,False,True
TCGA-D8-A142,False,False,True
TCGA-BH-A0BC,False,False,True
TCGA-E2-A156,False,False,True
TCGA-B6-A0I8,False,False,True
TCGA-BH-A1FB,False,False,True
TCGA-AR-A252,False,False,True
TCGA-D8-A27L,False,False,True
TCGA-OL-A5S0,False,False,True
TCGA-AR-A1AH,False,False,True
TCGA-E2-A1LS,False,False,True
TCGA-3C-AALJ,False,False,True
TCGA-A2-A0D4,False,False,True
TCGA-LD-A7W5,False,False,True
TCGA-BH-A0DX,False,False,True
TCGA-A7-A26I,False,False,True
TCGA-BH-A1EV,False,False,True
TCGA-AN-A0FZ,False,False,True
TCGA-AR-A1AO,False,False,True
TCGA-OL-A66P,False,False,True
TCGA-B6-A0RI,False,False,True
TCGA-A8-A08G,False,False,True
TCGA-A7-A6VV,False,False,True
TCGA-E2-A9RU,False,False,True
TCGA-B6-A0WT,False,False,True
TCGA-E9-A22G,False,False,True
TCGA-AN-A0AR,False,False,True
TCGA-E9-A228,False,False,True
TCGA-E2-A152,False,False,True
TCGA-BH-A0DZ,False,False,True
TCGA-AR-A24R,False,False,True
TCGA-C8-A12M,False,False,True
TCGA-AC-A23C,False,False,True
TCGA-D8-A1XY,False,False,True
TCGA-A7-A6VW,False,False,True
TCGA-A8-A07P,False,False,True
TCGA-E2-A1BD,False,False,True
TCGA-E9-A244,False,False,True
TCGA-E2-A14X,False,False,True
TCGA-AN-A0FN,False,False,True
TCGA-A1-A0SM,False,False,True
TCGA-A8-A09N,False,False,True
TCGA-OL-A5D8,False,False,True
TCGA-A2-A0CP,False,False,True
TCGA-E2-A1B0,False,False,True
TCGA-E2-A10B,False,False,True
TCGA-BH-A0DT,False,False,True
TCGA-A8-A0A9,False,False,True
TCGA-D8-A1JT,False,False,True
TCGA-AC-A6IW,False,False,True
TCGA-AC-A2FF,False,False,True
TCGA-LD-A7W6,False,False,True
TCGA-OL-A66J,False,False,True
TCGA-C8-A3M8,False,False,True
TCGA-AR-A2LN,False,False,True
TCGA-D8-A27T,False,False,True
TCGA-E9-A295,False,False,True
TCGA-E2-A107,False,False,True
TCGA-AC-A3W6,False,False,True
TCGA-BH-A28Q,False,False,True
TCGA-A7-A4SA,False,False,True
TCGA-A2-A0ES,False,False,True
TCGA-A8-A0AB,False,False,True
TCGA-BH-A0DP,False,False,True
TCGA-WT-AB44,False,False,True
TCGA-AC-A6IV,False,False,True
TCGA-BH-A0HP,False,False,True
TCGA-AC-A62Y,False,False,True
TCGA-PE-A5DC,False,False,True
TCGA-AR-A1AT,False,False,True
